,,,,Pump Price Rs/ Liter,,,,,
S.No,Customer Name,Address,City/Location,HSD,PMG,District,District 1,Province,Province
2618,KASHIF P/S,"KHATTA #85/1, MANKHASRA 62/1,JAFFARABAD.",,128.05,117.35,JAFARABAD,JAFARABAD,Balochistan,Punjab
2620,New Mashallah Petroleum,Sohbatpur Dera Allahyar Road Tehsil Jhatpat District Jafarabad,,127.75,117.05,JAFARABAD,JAFARABAD,Balochistan,Punjab
2621,Moulana Filling Station,Jamali Bypass Road At Dera Allah Yar Tehsil Jhatpat District Jaffarabad,,127.75,117.05,JAFARABAD,JAFARABAD,Balochistan,Punjab
2625,MASHALLAH P/S,USTA MUHAMMAD JAFARABAD ROAD TEHSIL GANDAKHA DISTRICT JAFARABAD,,128.20,117.55,JAFARABAD,JAFARABAD,Balochistan,Punjab
6379,JAFFERABAD PS,"DERA ALLAH YAAR, JAFFERABAD",,127.84,117.18,JAFARABAD,JAFARABAD,Balochistan,Punjab
6397,YUSUF P/S,AT FAIZABAD TEHSIL USTAMOHAMMAD DIST- JAFFERABAD,,127.75,117.09,JAFARABAD,JAFARABAD,Balochistan,Punjab
2088,NOROZE FILLING STATION,"National Highway (N 25, RCD Road), Kalat City",,128.65,117.99,Kalat,Kalat,Balochistan,Punjab
5753,CHILTAN OIL TRADERS,MASTUNGDISTT KALAT,,127.75,117.09,Kalat,Kalat,Balochistan,Punjab
5548,FAWAD FILL STATION,NAWAGAI-KHAR RD. AT NAWAN KALAY,,129.42,118.76,Kalat,Kalat,Balochistan,Punjab
1896,KOHING FILLING STATION,"On Quetta Karachi Road N25, Near Main Bus Stand, Khuzdar",,128.65,117.99,KHUZDAR,KHUZDAR,Balochistan,Punjab
5717,SALEEM & COMPANY,RCD H/WAY VILLSUNNY DISTT KHUZDAR,,129.10,118.44,KHUZDAR,KHUZDAR,Balochistan,Punjab
5718,KOSHAK P/S,MAIN RCD HIGHWAY KHUZDAR,,130.84,120.18,KHUZDAR,KHUZDAR,Balochistan,Punjab
5754,AZIZ PETROLEUM SERVICE,KHUZDAR DISTT KHUZDAR,,130.84,120.18,KHUZDAR,KHUZDAR,Balochistan,Punjab
5739,AZIZ PET.SERVICE,KOHLU DUKKI ROAD ATSANGHAR DISTRICTKOHALAKOHLU,,127.26,116.60,KOHALAKOHLU,KOHALAKOHLU,Balochistan,Punjab
5815,ZARKOON PET SERVICE,KOHLU/D.G.KHAN-LOR-RDKOHLUKOHLU,,127.26,116.60,Kohlu,Kohlu,Balochistan,Punjab
4662,R C D FILLING STATION,HUB CHOWKI LASBELADISTT LASBELA,,127.75,117.09,LASBELLA,LASBELLA,Balochistan,Punjab
8857,Balach Fs,"Khasra No. 30/4, Mousa Pir Kas, Tehsil Hub, Dist Lasbella",,127.75,117.09,LASBELLA,LASBELLA,Balochistan,Punjab
4644,SAMEER PETROLEUM SERVICE,G-68 COMMERCIAL AREA ZERO POINT DISTRICT- LASBELAUTHAL,,127.75,117.09,LASBELLA,LASBELLA,Balochistan,Punjab
1757,AL‐HAMD FILLING STATION,Main RCD Road Gaddani More Near Shaikhport,,127.80,117.14,LASBELLA,LASBELLA,Balochistan,Punjab
1792,BILAL FILLING STATION,"Mouza Kund, Tehsil Gaddani, District Lasbella",,127.80,117.14,LASBELLA,LASBELLA,Balochistan,Punjab
2073,WINDER FILLING STATION,RCD Highway Winder Lasbella,,127.86,117.20,LASBELLA,LASBELLA,Balochistan,Punjab
2594,BALOCH KARWAN F/S,"MOUZA TORRI, TEHSIL OTHAL DISTRICT LASBELLA",,128.15,117.50,LASBELLA,LASBELLA,Balochistan,Punjab
9922,Hub CNG & Filling Station Lasbella,,Hub,127.75,117.09,LASBELLA,LASBELLA,Balochistan,Punjab
5236,ASIF IMRAN PET SER,KM9 MXC/BUDHLA SANT RDMAUZA JHOKE LASHKARPURMULTAN,,127.75,117.09,LASBELLA,LASBELLA,Balochistan,Punjab
1177,ZIAULLAH F/S,"At Mouza Hasani Sub in B/W K.M No. 378-379 On Main Quetta-Sibi National Highway, Opposite Mian Ghundi Bye Pass Supezand,",,127.27,116.61,MASTUNG,MASTUNG,Balochistan,Punjab
2615,AL-YOUSAF PETROLEUM,"QUETTA SIBI ROAD AT DASHT,DASHT, MASTUNG",,127.75,117.05,MASTUNG,MASTUNG,Balochistan,Punjab
5811,MADINA PET SERVICE,QUETTA/SIBI ROAD DUSHT MASTUNG,,127.75,117.09,MASTUNG,MASTUNG,Balochistan,Punjab
358,QADRI FILLING STATION- MUSTANG,"Khewat No. 97, Khatoni No. 235, Khuzdar Road, Mouza Mathora, Tehsil Dasht, District Mustang - Balochistan",Mustang - Balochistan,86.42,77.89,Mustang,Mustang,Balochistan,Punjab
7111,QADRI FILLING STATION- MUSTANG,"Khewat No. 97, Khatoni No. 235, Khuzdar RoadMouza Mathora, Tehsil Dasht Mustang",Mustang - Balochistan,131.46,120.8,Mustang,Mustang,Balochistan,Punjab
6263,AL-MUNIR FILL STATION,JAC-DER A-YAR(JHATPAT)DERA ALAYAR JHATPATNASIRABAD,,127.82,117.16,NASIRABAD,NASIRABAD,Balochistan,Punjab
2622,Moulana P/S,KM 06 from Uch Power Plant on Quetta Sukkar Road at Dera Murad Jamali District Naseerabad,,128.00,117.35,NASIRABAD,NASIRABAD,Balochistan,Punjab
3003,Al-Qadir P/s.,"Mahal Union Concil Garbi, Tehsil DM Jamali Dist Naseerabad",Dera Murad Jamali,128.02,117.36,NASIRABAD,NASIRABAD,Balochistan,Punjab
9269,HAMZA FILLING STATION,"NASEERABAD, D.I.KHAN ROAD",NASEERABAD,88.54,79.09,NASIRABAD,NASIRABAD,Balochistan,Punjab
173,GHOUSIA FILLING STATION,"Survey # 554/4-16, DEH Kathiar, Taluka Nasirabad, Dist. Kamber Shahdadkot",Nasirabad,86.91,78.33,NASIRABAD,NASIRABAD,Balochistan,Punjab
6889,GHOUSIA FILLING STATION,"Survey # 554/4-16, DEH Kathiar, Taluka Nasirabad,",Nasirabad,128.06,117.4,NASIRABAD,NASIRABAD,Balochistan,Punjab
6268,JAMALI PETROL SERVICE,USTA MOHDDISTT NASIRABAD,,128.12,117.46,NASIRABAD,NASIRABAD,Balochistan,Punjab
6402,SHAH PETROLEUM SERVICE,TEMPLE DERADISTT NASIRABAD,,127.99,117.33,NASIRABAD,NASIRABAD,Balochistan,Punjab
6410,BABAKOT F/S,BABKOT THAKURTAMBOO DIST NASIRABAD,,128.26,117.60,NASIRABAD,NASIRABAD,Balochistan,Punjab
1273,Hamsa F/S,"At Mouza Khanozai on Main Quetta-Zhob Road, Tehsil Karezath, District Pishin",,128.78,118.12,PISHIN,PISHIN,Balochistan,Punjab
1852,HASHMI PETROLEUM SERVICE,"Quetta‐Chaman Road, Tehsil & District: Pishin.",,127.80,117.14,PISHIN,PISHIN,Balochistan,Punjab
2021,SHAHEED NIZAM AGHA FILLING STATION,"2 kms from Saranan Bazar, Chaman Road, Saranan",,127.80,117.14,PISHIN,PISHIN,Balochistan,Punjab
3045,Hamdard P/s.,"Band Road, Pishin Quetta",Pishin quetta,127.26,116.60,PISHIN,PISHIN,Balochistan,Punjab
5782,NEW SHAH PET SERVICE,PISHIN BARSHORE ROADMULAZAI PISHIN,,127.75,117.09,PISHIN,PISHIN,Balochistan,Punjab
1899,LAIQ FILLING STATION,"C/O Abdul Ali & Brothers, Cement And Fertilizers Dealer Quetta Rd, Qila Saifullah.",,127.26,116.60,Qila Saifullah,Qila Saifullah,Balochistan,Punjab
1929,MEHBOOB KHAN FILLING STATION,Main Quetta Lora Lai Road Muslim Bagh District Qila Saifullah,,127.26,116.60,Qila Saifullah,Qila Saifullah,Balochistan,Punjab
1969,NIAZ BROTHERS PETROLEUM SERVICE,National highway Killa Saifullah,,128.65,117.99,Qila Saifullah,Qila Saifullah,Balochistan,Punjab
9363,ZHOB VALLEY PETROLEUM SERVICE,"N-50, Zohb Road",Qilla Saifullah,87.11,77.79,Qila Saifullah,Qila Saifullah,Balochistan,Punjab
1275,Balouch Khan Filling Station,"At Mouza Karezat Purana Chaman Tappa Saddar Main Quetta-Chaman Road,",,127.58,116.92,QILLAH ABDULLAH,QILLAH ABDULLAH,Balochistan,Punjab
5777,PIRKANI PET SERVICE,QTA-NAUSHKIROADKIRDGAP-KALAT,,127.99,117.33,QTA-NAUSHKIROADKIRDGAP-KALAT,QTA-NAUSHKIROADKIRDGAP-KALAT,Balochistan,Punjab
5860,PSO S/S 27 (ASKARI),"QUETTA CHAMAN ROAD ,QUETTA""",,127.75,117.09,QUETTA,QUETTA,Balochistan,Punjab
1276,NAWAR FILLING STATION,AT KHASRA # 948/608/161 MUTION NO. 2059 AT MEHAL CHAS TIRKHA KAHSI TAPPA SADDAR SABSAL ROAD QUETTA,,127.52,116.86,QUETTA,QUETTA,Balochistan,Punjab
1277,New Qadri Filling Station,"On Westron By Pass (Provincial Highway  ( N-55) 0.3 K.M From Chorangi Airport,",,127.58,116.92,QUETTA,QUETTA,Balochistan,Punjab
1732,AL JAWAD FILLING STATION,"Khasra No. 697/680‐546/563‐472, MouzaKhaze,Tapa Balalee, Tehsil Saddar, District Quetta",,127.80,117.14,QUETTA,QUETTA,Balochistan,Punjab
1801,BOLAN VIEW FILLING STATION,Sibi Sariab Road Quetta,,127.80,117.14,QUETTA,QUETTA,Balochistan,Punjab
1858,HYDER AUTOS,Main Saryab Road Quetta,,127.80,117.14,QUETTA,QUETTA,Balochistan,Punjab
1913,MAALIK KHAN PETROLEUM,"Byco Petrol Pump ‐ Labour Colony, Nawai Killi, New Hanna Road, Quetta",,127.80,117.14,QUETTA,QUETTA,Balochistan,Punjab
1917,MALIK SAIF FILLING STATION,Main Sariab Road Quetta,,127.80,117.14,QUETTA,QUETTA,Balochistan,FATA
1968,NEW YARAAN BROTHERS,Airport Roundabout Near Airport Police Station Quetta.,,127.80,117.14,QUETTA,QUETTA,Balochistan,Balochistan
1974,PAK AFGHAN FILLING STATION,Chaman Road Near Belleli Bypass,,127.80,117.14,QUETTA,QUETTA,Balochistan,Balochistan
2024,SHAHWANI FILLING STATION,Eastern By pass Quetta Baliuchistan,,127.80,117.14,QUETTA,QUETTA,Balochistan,Sindh
2044,STANDARD FILLING STATION,"446 D, Behind Adbp, Staff College Road, Quetta",,127.80,117.14,QUETTA,QUETTA,Balochistan,Sindh
2076,YARAAN PETROLEUM SERVICE,Airport Round About Quetta,,127.80,117.14,QUETTA,QUETTA,Balochistan,Sindh
3059,Naseeb Filling Station,"Airport road, Mouza Habib Tehsil City",QTA,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
3060,Sartaj Filling Station,Hazar Gangi Bus & Truck Adda,QTA,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
3061,Saddam P/s.,Khanoozai QTA,QTA,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
3062,Shah Faisal P/s.,On Quetta Road Dera Allah yar,QTA,127.89,117.23,QUETTA,QUETTA,Balochistan,Sindh
3063,Sanaullah Petroleum Station,"MOUZA MALAK ZAI, KIKLI  SERH KHAN,ON DERA GHAZI KHAN ROAD, TEHSIL & DISTRICT KOHLU",QTA,127.26,116.60,QUETTA,QUETTA,Balochistan,Sindh
3064,Hanzala & Brothers P/s.,"Spini Road, Quetta",QTA,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
3065,Balochistan P/s.,Kallat City,QTA,128.25,117.59,QUETTA,QUETTA,Balochistan,Sindh
3066,New Bolan Filling Station,Golimar Chowk at Quetta City on Brewery - Sabzal Road,QTA,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
10058,Al Qamar Filling Station Quetta,,Quetta,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
10059,Imdad Trucking Station Quetta,,Quetta,128.81,118.15,QUETTA,QUETTA,Balochistan,Sindh
67,AL-QAYAM FILLING & CNG STATION,"Khasra No.2, Qittas No.9, Urban III, Mahal & Mouza No.9 Saeiab Rd., Quetta",Quetta,86.42,77.89,QUETTA,QUETTA,Balochistan,Sindh
278,MAJEED FILLING STATION - QUETTA,"Sanjavi on Loralai / Ziarat / Quetta Road, K.M. Stone Ziarat 39.5 Mile District Ziarat",Quetta,85.95,77.47,QUETTA,QUETTA,Balochistan,Sindh
338,NG PETRROLEUM SERVICE & CNG,"At Khasra No. 1063/925/1065/926 Bearing Khewat No.48, Khatooni No.68, in Mahal Vehala Kateer, Mauza Kateer Tappa Khchlaq Teshsil Saddar, District Quetta, Main Quetta Chaman Road,",Quetta,86.42,77.89,QUETTA,QUETTA,Balochistan,Sindh
6769,AL-QAYAM FILLING & CNG STATION,"Khasra No.2, Qittas No.9, Urban III, Mahal & MouzaNo.9 Saeiab Rd",Quetta,131.52,120.86,QUETTA,QUETTA,Balochistan,Sindh
7009,MAJEED FILLING STATION - QUETTA,"Sanjavi on Loralai / Ziarat / Quetta Road, K.M. StK.M. Stone Ziarat 39.5 Mile",Quetta,127.26,116.6,QUETTA,QUETTA,Balochistan,Sindh
7086,NG PETRROLEUM SERVICE & CNG,"At Khasra No. 1063/925/1065/926 Bearing Khewat No.48Khatooni No.68, Mahal Vehala Kateer, Teshsil Saddar",Quetta,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
7279,AHMED FILLING STATION QUETTA,KHOJAK ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7313,ALI AUTOS QUETTA,MUSTANG ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7334,AWAN AUTOS,ZARGHOON ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7364,BUKHARI PETROLEUM SERVICE,NEW ZARGON RD OVER HEAD BRIDGE,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7374,CARAWAN PETROLEUM SERVICES,"1077/54, SHEIKH MANDA, AIRPORT ROAD, QUETTA",QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7375,CENTRAL PETROLEUM SERVICE,M A JINNAH ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7460,GALAXY FILLING STATION,"OPPOSITE SADA BAHAR TERMINAL, SARIAB ROAD",QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7530,IQBAL PETROLEUM SERVICE,QUETTA CHAMAN RD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7776,POLWEL QUETTA,JAIL ROAD SAMUNGLI ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
7991,UNIVERSAL AUTO,M A JINNAH ROAD,QUETTA,127.76,117.11,QUETTA,QUETTA,Balochistan,Sindh
8959,PLAZA AUTO SERVICE,CLUB CIRCULAR ROAD,QUETTA,87.41,78.06,QUETTA,QUETTA,Balochistan,Sindh
8960,CARAVAN PETROL SERVICE,"SHAIK MANDA, AIRPORT ROAD",QUETTA,87.41,78.06,QUETTA,QUETTA,Balochistan,Sindh
9234,NIAZ & BROTHERS PETROLEUM SERVICE,PLOT NO.1 KILLA SAIFULLAH ROAD,QUETTA,87.11,77.79,QUETTA,QUETTA,Balochistan,Sindh
5724,AL-SIRAJ PET SERVICE,SARYAB ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5732,BAKHTAWAR PET /SER,SATTELITE TOWN QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5746,SEHER P/S,BROORY ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5752,WAZIR PETROL SERVICE,QUETTA CHAMAN ROAD MILE 3/4 QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5760,BALUCHISTAN GASOLINE,SERVICESARYAB ROAD QUETTADISTT QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5761,SHAH PETROL SERVICE,LYTTON MIRI ROAD DISTT QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5772,QUETTA PET SERVICE,JINNAH ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5788,SHAHZAD PET SERVICE,RHAMAN TOBA/PISHIN RDCHAMAN QUETTA,,128.35,117.69,QUETTA,QUETTA,Balochistan,Sindh
5808,BOLAN WELFARE FILL STN,BOLAN COMPLEX QAT QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5836,POPULZAI PET SERVICE,NEW ZARGHOON ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5840,NATIONAL PET SERVICE,SARYAB ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5848,ALI JAN P/S.,HAZAAR GANGI TRUCK/BUS ADDA QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5851,CARAWAN P/S,N25 RCD HIGHWAY QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5855,HAZAR GANJI P/S,CGS LINK ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5867,HUSAIN BHOY,MOHD ALI BROSCIRCULAR ROADQUETTADISTT QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5876,GHULAM NABI PETSER,JOINT ROAD QUETTA,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5741,MUMTAZ FILLING STATION,GULSHAN-E-MUMTAZ KERANROAD QUETTAQU,,127.75,117.09,QUETTA,QUETTA,Balochistan,Sindh
5832,ASLAM PET SERVICE,SANJAARKOHLU,,127.26,116.60,SANJAARKOHLU,SANJAARKOHLU,Balochistan,Sindh
3168,Al-Saleem P/s.,Sibbi,sibbi,128.88,118.22,SIBBI,SIBBI,Balochistan,Sindh
5769,MANSOOR PETROLIEM,1.3 KM FROM HARNAIQUETTA ROAD SIBBI,,130.51,119.85,SIBBI,SIBBI,Balochistan,Sindh
5776,KEBOIL PET SERVICE,SHAHRUG SIBBI,,130.86,120.20,SIBBI,SIBBI,Balochistan,Sindh
5849,AL-MAKKAH F/S.,BAKHTIARABAD DAMKI DIST. SIBBI,,128.34,117.68,SIBBI,SIBBI,Balochistan,Sindh
1428,BALOCHISTAN  PETROLEUM  SERVICE,Sibi Sindh,,127.92,117.26,SIBBI,SIBBI,Balochistan,Sindh
1937,MOULANA FILLING STATION,National Highway Sibbi Quetta,,128.65,117.99,SIBBI,SIBBI,Balochistan,Sindh
2616,Mir Salachi Petroleum,"At Mouza Dhabal ,Sibi Queta road, District Sibi",,128.40,117.75,SIBBI,SIBBI,Balochistan,Sindh
8957,BALUCHISTAN PETROL SER,MAIN JACOBABAD-SIBI ROAD,SIBI,87.74,78.36,SIBBI,SIBBI,Balochistan,Sindh
5748,MUNAWAR P/S,QUETTA SUKKUR RAODAT SIBI TEHSIL ANDDISTT. SIBI,,128.70,118.04,SIBBI,SIBBI,Balochistan,Sindh
5850,SILACHI PETROLEUM SERVICE,SIBI CITY TEH. AND DIS  SIBI,,128.70,118.04,SIBBI,SIBBI,Balochistan,Sindh
3214,Zargoon Filling,"Zhob, 10 km towards QTA",Zhob,127.26,116.60,ZHOB,ZHOB,Balochistan,Sindh
3215,Abdul Hassan & Brothers,"D. I Khan road, Zhob",Zhob,127.26,116.60,ZHOB,ZHOB,Balochistan,Punjab
7508,HANIF PETROLEUM SERVICE,QUETTA ZHOB ROAD,ZHOB,127.26,116.60,ZHOB,ZHOB,Balochistan,Punjab
7628,M GUL HASAN,ZHOB ROAD,ZHOB,127.26,116.60,ZHOB,ZHOB,Balochistan,Punjab
7691,MOULANA PETROLEUM SERVICE,QUETTA SUKKUR ROAD,ZHOB,128.69,118.03,ZHOB,ZHOB,Balochistan,Punjab
8958,SADULLAH KHAN AND CO,"(FORT SANDEMAN), ZHOB",ZHOB,87.11,77.79,ZHOB,ZHOB,Balochistan,Punjab
5763,GOMAL PETROLEUM SER,GULKUTCHDISTT ZHOB,,127.26,116.60,ZHOB,ZHOB,Balochistan,Punjab
5780,SARGARI TRUCKING STN,QILA SAIFULLAHDISTT ZHOB,,127.26,116.60,ZHOB,ZHOB,Balochistan,Punjab
7574,KAWAS FILLING STATION,QUETTA ZIARAT ROAD,Ziarat,128.03,117.37,ZIARAT,ZIARAT,Balochistan,Punjab
5820,ANWAR PET SERVICE,ZIARAT,,128.61,117.95,ZIARAT,ZIARAT,Balochistan,Punjab
5819,ZIARAT PET SERVICE,ZIARATZIARAT,,128.61,117.95,ZIARATZIARAT,ZIARATZIARAT,Balochistan,Punjab
411,SHAIR HASSAN FILLING STATION - ZOHAB,"Kitta No. 28, Khatooni No. 28, Khasra No. 778/525, Zohab, D.I.Khan road, Mouza Hasanzai, Halqa Saddar, Teh. & Dist. Zohab, Balochistan","Zohab, Balochistan",85.95,77.47,"Zohab, Balochistan","Zohab, Balochistan",Balochistan,Punjab
7171,SHAIR HASSAN FILLING STATION - ZOHAB,"Kitta No. 28, Khatooni No. 28, Khasra No. 778/525,Zohab, D.I.Khan road, Mouza Hasanzai, Halqa Saddar","Zohab, Balochistan",127.26,116.6,"Zohab, Balochistan","Zohab, Balochistan",Balochistan,Punjab
5806,KALEEM FILL STATION,KOHLU-KAHAN SABI ROADMAINAND SUFAID,,127.26,116.60,Kohlu,,Balochistan,Punjab
5747,BUGTI P/S,SUI TEHSIL,,128.18,117.52,Dera Bugti ,,Balochistan,Punjab
5701,KALAYA F/STN.,KALAYA AURAKZAI AGENCY,,128.60,117.94,Aurakzai AGENCY,Aurakzai AGENCY,FATA,Punjab
221,JALAL PETROLEUM,"Mouza Jar, Bajaur Agency, KPK.",Bajaur Agency,87.23,78.61,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
6945,JALAL  PETROLEUM,"Mouza Jar, Distt Bajaur Agency, KPK",Bajaur Agency,128.42,117.76,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
5482,SILVER AUTOS ZINTARA,ZINTARA  LANDI KOTAL KHY. AGENCY,,127.75,117.09,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
5660,MEHRAB F/S,KM-11/12 OMARAY BAZZAR INAYAT KALAY KHAR BAJOUR AGENCY,,129.57,118.91,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
2476,GREEN LAND F/S,"AT MOUZA MUSA KUS KHAR ON KHAR BAJOUR ROAD, TEHSIL KHAR DISTRICT BAJOUR AGENCY",,128.65,118.00,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
2685,Shahnarai F/s.,Sharifabad on Bajaur Munda Rd,Bajour Agency,128.59,117.93,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
10254,Jameel Petroleum Service Bajor,,Bajur Agency,128.72,118.06,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
10255,Zia Filling Station Bajor Agency,,Bajur Agency,128.59,117.93,BAJOUR AGENCY,BAJOUR AGENCY,FATA,Punjab
9660,Al-Jamrud Filling Station Peshawar,,Khyber Agency,127.75,117.09,FATA,FATA,FATA,Punjab
9661,Badshah Khan Petroleum Service Landi Kotal,,Khyber Agency,127.78,117.12,FATA,FATA,FATA,Punjab
9662,Chashma Meeran Shah Filling Station Meeran Shah,,Miran Shah,129.53,118.87,FATA,FATA,FATA,Punjab
9663,Doctor Filling Station Lakki Marwat,,Lakki Marwat,127.75,117.09,FATA,FATA,FATA,Punjab
9664,Shalimar Petroleum Service Naimatabad,,Lakki Marwat,127.75,117.09,FATA,FATA,FATA,Punjab
9665,Sultan Khel Filling Station Landi Kotal,,Khyber Agency,127.77,117.11,FATA,FATA,FATA,Punjab
5607,AFZAL FILL STATION,N.C.C RD. DARGAI  M/AGENCY,,127.94,117.28,FATA,FATA,FATA,Punjab
5708,KAMRAN F/S,KHYBER AGENCY,,127.75,117.09,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
1123,IZHAR F/S,"in B/W 4/5-K.M From Ayub Qila, ,On Sado Khel Ladikotal Road,",,127.27,116.61,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
1124,MALIK TAJ F/S,"At 1.4 KM from Takhta Beg Check Post At Khandad Qali On Bara Road, Tehsil JAMRUD, KHYBER AGENCY.",,127.52,116.86,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
1125,Amir Filling Station,"K.M 7 Sur Qamar Toor Khel Landi Kotal Road, Tehsil Jamrud, Khyber Agency",,127.58,116.92,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
1126,Khyber Filling Station,"K.M 3/4 Alamgudar Road,",,127.58,116.92,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
2906,Haji Akhtar Nazir F/s.,Near Sado-Khel at Landi Kotal on N-5,Khyber Agency,127.86,117.20,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
7494,H M RASAM KHAN SHINWARI,TORKHAM ROAD,KHYBER AGENCY,128.03,117.37,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
7742,NEW SS FILLING STATION,JAMRUD ROAD BARA ROAD,KHYBER AGENCY,127.76,117.11,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
4286,SAMO PETROLEUM SERVICE,"MILES # 149/2, NATIONAL HIGHWAY KHYBER-MATIARI",,128.01,117.35,KHYBER AGENCY,KHYBER AGENCY,FATA,Punjab
7318,AMAN ALI FILLING STATION,PARACHINAR ROAD,KURRAM AGENCY,129.06,118.40,KURRAM AGENCY,KURRAM AGENCY,FATA,Punjab
5539,M. IQBAL & CO,PARACHINAR KURRM(54151),,129.77,119.11,KURRAM AGENCY,KURRAM AGENCY,FATA,Punjab
1151,Al Halal Filling Station,"31- K.M At Sharingal On Comrat / Dir Timergara Road,",,127.85,117.19,MALAKAND,MALAKAND,FATA,Punjab
2081,ZEESHAN PETROLEUM SERVICE,"Yaar Abad, Sakha kot, Tehsil Dargai, Malakand",,128.05,117.40,MALAKAND,MALAKAND,FATA,Punjab
9935,Muslim Khan & Brothers Dargai,,Dargai,127.90,117.24,MALAKAND,MALAKAND,FATA,Punjab
9936,Sun Shine Filling Station Malakand Top,,Malakand,128.02,117.36,MALAKAND,MALAKAND,FATA,Punjab
822,PIR F/S,"MINGORA - MARDAN ROAD,,MALAKAND AGENCY,DARGAI",DARGAI,85.05,96.41,MALAKAND AGENCY,MALAKAND AGENCY,FATA,Punjab
5702,AMANDARA P/S,BET-KM-2/3 BATKHELA SWAT ROAD AMAN DARA MALAKAND AGENCY,,128.14,117.48,MALAKAND AGENCY,MALAKAND AGENCY,FATA,Punjab
8593,PIR F/S,"MINGORA - MARDAN ROAD,,MALAKAND AGENCY,DARGAI",DARGAI,127.90,117.20,MALAKAND AGENCY,MALAKAND AGENCY,FATA,Punjab
7830,SAKHAKOT FILLING STATION,MALAKAND ROAD,MALAKAND AGENCY,127.90,117.25,MALAKAND AGENCY,MALAKAND AGENCY,FATA,Punjab
9117,M/S.ISSORI FILLING STATION,"THALL MIRANSHAH ROAD, PATASI ADDA",MIR ALI,88.77,79.29,MIR ALI,MIR ALI,FATA,Punjab
263,LUCKY WAZIRISTAN PETROLEUM SERVICE,Mouza Miranshah North Wazrisitan Agency,North Waziristan AGE,88.53,79.77,N Waziristan,N Waziristan,FATA,Punjab
6993,LUCKY WAZIRISTAN PETROLEUM SERVICE,Mouza Miranshah North Wazrisitan Agency Distt Pesh,North Waziristan AGE,129.18,118.52,N Waziristan,N Waziristan,FATA,Punjab
1227,3-STAR F/S,"At Mouza Laand,  16-Km from Main Miranshah Bazar, On Datta Khel Road, Tehsil Boaa, District NORTH WAZIRISTAN.",,128.67,118.01,N Waziristan,N Waziristan,FATA,Punjab
